1;fr;De quelle poupée au succès international Ruth Handler est-elle la créatrice ?;Barbie;Jasmine;Rosella;Blondine;Débutant;Barbie fait le régal des petites filles depuis 1959 et suscite aussi de nombreuses controverses suite à son image.;https://fr.wikipedia.org/wiki/Poupée_Barbie
2;fr;Quel célèbre chef cuisinier et restaurateur français s'est donné la mort en 2003 ?;Bernard Loiseau;Patrick Bertron;Arnaud Lallement;Richard Leblanc;Débutant;Né en 1951, il avait été formé chez les frères Troisgros à Roanne et avait bâti un empire, faisant une marque de son nom.;https://fr.wikipedia.org/wiki/Bernard_Loiseau
3;fr;Quel écrivain belge a fait son entrée dans la collection « La Pléiade » le 6 mars 2003 ?;Georges Simenon;Michel Delville;Edmond Lacoste;Roger Foulon;Débutant;Une belle consécration pour l'auteur qui côtoie Balzac, Proust et Kafka dans cette prestigieuse collection.;https://fr.wikipedia.org/wiki/Georges_Simenon
4;fr;Quel ex-Beatle a donné un concert sur la place Rouge de Moscou le 24 mai 2003 ?;Paul McCartney;John Lennon;George Harrison;Ringo Starr;Débutant;L'événement très inhabituel dans ce pays rassembla 20 000 personnes dont le président russe Vladimir Poutine.;https://fr.wikipedia.org/wiki/Paul_McCartney
5;fr;Des pommes, des poires et des scoubidous : quel chanteur nous a quitté en 2004 ?;Sacha Distel;Enrico Macias;Eddy Mitchell;Claude Nougaro;Débutant;La carrière du chanteur né le 29 janvier 1933 avait été lancée en 1958 avec la chanson « Scoubidou ».;https://fr.wikipedia.org/wiki/Sacha_Distel
6;fr;Qui est l'auteur du best-seller « Da Vinci Code » publié à des millions d'exemplaires ?;Dan Brown;Robert Bloch;David Baldacci;Kent Anderson;Débutant;L'auteur signe là un roman d'aventures ésotériques dont l'un des épisodes clés se situe dans l'église Saint-Sulpice à Paris.;https://fr.wikipedia.org/wiki/Dan_Brown
7;fr;Connu pour ses soirées blanches à Saint-Tropez, qui avait découvert Brel et Dalida ?;Eddie Barclay;Johnny Stark;Valéry Zeitoun;Tristan Duval;Débutant;Célèbre pour ses huit mariages, Eddie Barclay avait rapporté des États-Unis le microsillon.;https://fr.wikipedia.org/wiki/Eddie_Barclay
8;fr;Qui s'était fait connaître avec sa chanson « Gaby oh Gaby », en 1980 ?;Alain Bashung;Patrick Bruel;Florent Pagny;Alain Souchon;Débutant;Ses nombreux tubes lui avaient permis de devenir l'artiste français le plus récompensé avec 11 victoires de la musique.;https://fr.wikipedia.org/wiki/Alain_Bashung
9;fr;Quel était le surnom de Michael Jackson qui nous quitta le 25 juin 2009 à 50 ans ?;Roi de la pop;Dieu de la scène;Prince du raï;Fils du roi;Débutant;Star dès l'enfance avec ses frères, les Jackson Five, Michael Jackson a inventé les clips comme de véritables courts métrages.;https://fr.wikipedia.org/wiki/Michael_Jackson
10;fr;Le 10 juin 2000, quel chanteur a fêté ses 40 ans de carrière sur le Champ-de-Mars ?;Johnny Hallyday;Sacha Distel;Paul McCartney;Claude Nougaro;Débutant;Un million de personnes se sont déplacées pour entendre vingt-quatre tubes du chanteur dans ce concert gratuit.;https://fr.wikipedia.org/wiki/Johnny_Hallyday
11;fr;Quel artiste originaire de Toulouse avait chanté sa « ville rose » comme personne ?;Claude Nougaro;Marcel Amont;Francis Cabrel;Alain Bashung;Confirmé;« Troubadour baroque » comme il aimait à se définir, il a été emporté par une longue maladie le 4 mars 2004.;https://fr.wikipedia.org/wiki/Claude_Nougaro
12;fr;Quel chef cuisinier français a été sacré meilleur cuisinier du monde en mars 2003 ?;Alain Ducasse;Norbert Tarayre;Thierry Marx;Philippe Etchebest;Confirmé;Directeur du Plaza Athénée à Paris, Alain Ducasse a reçu ce titre de l'Amarican Academy of Hspitality and Science.;https://fr.wikipedia.org/wiki/Alain_Ducasse
